Product,Adverse Event,Count,Expected Count,p_value,PRR,product margin,event margin,fdr
FARICIMAB\FARICIMAB-SVOA,VISUAL ACUITY REDUCED,7.0,0.2974016487530001,0.0,24.251040713008578,125.0,228.0,1.7595120840450453e-07
FARICIMAB\FARICIMAB-SVOA,VITREOUS FLOATERS,4.0,0.05739330063654388,0.0,76.56399980859003,125.0,44.0,1.7676013578814207e-07
FARICIMAB\FARICIMAB-SVOA,VITRITIS,3.0,0.01434832515913597,0.0,287.11499641106246,125.0,11.0,1.770192961421134e-07
FENOFIBRATE,AMAUROSIS FUGAX,3.0,0.0027131378482729836,0.0,2762.826784935584,52.0,5.0,1.8107181758351834e-07
FENOFIBRATE,HAEMORRHAGIC STROKE,4.0,0.025503495773766045,0.0,171.3381033582478,52.0,47.0,1.8530583497680434e-07
FENOFIBRATE,HEAD DISCOMFORT,3.0,0.02604612334342064,0.0,122.79230741943591,52.0,48.0,1.8588171023399092e-07
FENOFIBRATE,OCULAR DISCOMFORT,4.0,0.014650944380674111,0.0,320.3277578045951,52.0,27.0,1.8946947148653424e-07
FENOFIBRATE,PHOTOPHOBIA,4.0,0.05534801210476886,0.0,75.17896381653638,52.0,102.0,1.8987840825900796e-07
FENOFIBRATE,URINARY TRACT DISORDER,4.0,0.018991964937910884,0.0,237.66253025071646,52.0,35.0,1.919064345425306e-07
FARICIMAB\FARICIMAB-SVOA,UVEITIS,5.0,0.09782948972138161,0.0,54.6885713504449,125.0,75.0,1.7592824447181916e-07
EXTRANEAL,PERITONITIS BACTERIAL,5.0,0.0678180110612543,0.0,79.59178570468238,97.0,67.0,1.560560474403904e-07
EXTRANEAL,PERITONITIS,5.0,0.12348951267870187,0.0,42.176843738733325,97.0,122.0,1.5584095444669475e-07
EXJADE,SICKLE CELL ANAEMIA WITH CRISIS,4.0,0.023280809767296254,0.0,207.7764503443128,97.0,23.0,1.5296247002523624e-07
EXCEDRIN (MIGRAINE),UNDERDOSE,6.0,0.20943337159553377,0.0,29.41321043191403,90.0,223.0,1.311959821874995e-07
EXELON,APPLICATION SITE HYPERSENSITIVITY,3.0,0.005259313367421476,0.0,1139.8332953388897,84.0,6.0,1.3254007113104125e-07
EXELON,APPLICATION SITE PRURITUS,5.0,0.05171658144631117,0.0,105.54012326134546,84.0,59.0,1.3272844674340736e-07
EXELON,DEMENTIA ALZHEIMER'S TYPE,6.0,0.02366691015339664,0.0,325.6666651158731,84.0,27.0,1.3481874164188768e-07
EXENATIDE,DEVICE ISSUE,7.0,0.2600855681936763,0.0,27.609236589759572,93.0,268.0,1.3954890859312814e-07
EXENATIDE,DEVICE LEAKAGE,8.0,0.11742669310236878,0.0,72.88000754802705,93.0,121.0,1.4008970854499397e-07
EXENATIDE,DEVICE USE ISSUE,4.0,0.04367108421162475,0.0,100.43220536742213,93.0,45.0,1.4059951365890757e-07
EXENATIDE,INCORRECT DOSE ADMINISTERED BY DEVICE,6.0,0.06502139204841907,0.0,101.25542024648766,93.0,67.0,1.419774403154083e-07
EXENATIDE,INJECTION SITE HAEMORRHAGE,17.0,0.2921110299488678,0.0,61.62081627392575,93.0,301.0,1.4205365693380396e-07
EXENATIDE,INJECTION SITE MASS,9.0,0.09801732234164666,0.0,100.70511910512414,93.0,101.0,1.420449601261063e-07
EXENATIDE,INJECTION SITE NODULE,9.0,0.04270061567358865,0.0,264.710598322025,93.0,44.0,1.420362643832152e-07
EXENATIDE,INJECTION SITE PAIN,12.0,0.8802149639987478,0.0,13.802414847980264,93.0,907.0,1.42085531390139e-07
EXENATIDE,INJECTION SITE PRURITUS,6.0,0.16497965146613797,0.0,37.662077081677324,93.0,170.0,1.4213335658260203e-07
EXENATIDE,JAUNDICE CHOLESTATIC,4.0,0.054346238130021915,0.0,79.18693119593914,93.0,56.0,1.425412432670783e-07
EXENATIDE,METASTASES TO LIVER,7.0,0.09704685380361056,0.0,77.48398650472879,93.0,100.0,1.42585792362251e-07
EXENATIDE,PANCREATIC CARCINOMA,5.0,0.0679327976625274,0.0,79.18693122639563,93.0,70.0,1.4292254094311818e-07
